,BindingDB Ligand Name,Target Name,Target Source Organism,smiles,Tanimoto_Similarity
82,3-(3-formyl-4-hydroxy-phenyl)propionic acid::3-(3-formyl-4-hydroxyphenyl)propanoic acid::3-(3-methanoyl-4-oxidanyl-phenyl)propanoic acid::MLS001075807::SMR000639316::cid_24761802,Glycogen synthase kinase-3 beta,Homo sapiens,OC(=O)CCc1ccc(cc1O)O,0.8928571428571429
83,"Polyhydroxy benzophenone, 12::hsp90_175",Heat shock protein HSP 90-beta,Homo sapiens,Oc1ccc(cc1)C(C(=O)c1c(O)cc(cc1O)O)C,0.9545454545454546
84,"Polyhydroxy benzophenone, 12::hsp90_175",Heat shock protein HSP 90-beta,Homo sapiens,Oc1ccc(cc1)C(C(=O)c1c(O)cc(cc1O)O)C,0.9545454545454546
85,"Polyhydroxy benzophenone, 12::hsp90_175",Heat shock protein HSP 90-beta,Homo sapiens,Oc1ccc(cc1)C(C(=O)c1c(O)cc(cc1O)O)C,0.9545454545454546
86,"1-hydroxypropane-1,2,3-tricarboxylate::isocitrate::isocitrate(3-)",Egl nine homolog 1,Homo sapiens,O=C(C(=O)O)CC(=O)C(=O)O,0.8823529411764706
87,CHEMBL457432::LacNAc::N-acetyllactosamine,Galectin-9,Homo sapiens,OC[C@H]1O[C@@H](O[C@H]2[C@@H](O)[C@@H](CO)O[C@H]([C@@H]2O)O[C@@H]2[C@@H](CO)OC([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)NC(=O)C,1.0
88,CHEMBL457432::LacNAc::N-acetyllactosamine,Galectin-7,Homo sapiens,OC[C@H]1O[C@@H](O[C@H]2[C@@H](O)[C@@H](CO)O[C@H]([C@@H]2O)O[C@@H]2[C@@H](CO)OC([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)NC(=O)C,1.0
89,CHEMBL457432::LacNAc::N-acetyllactosamine,Galectin-1,Homo sapiens,OC[C@H]1O[C@@H](O[C@H]2[C@@H](O)[C@@H](CO)O[C@H]([C@@H]2O)O[C@@H]2[C@@H](CO)OC([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)NC(=O)C,1.0
90,CHEMBL457432::LacNAc::N-acetyllactosamine,Galectin-9,Homo sapiens,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1NC(=O)C)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O,1.0
91,CHEMBL457432::LacNAc::N-acetyllactosamine,Galectin-7,Homo sapiens,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1NC(=O)C)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O,1.0
92,CHEMBL457432::LacNAc::N-acetyllactosamine,Galectin-1,Homo sapiens,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1NC(=O)C)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O,1.0
93,CHEMBL402970,Cytochrome P450 19A1,Homo sapiens,COc1ccc(cc1)C1CC(=O)c2c(O1)cc(cc2[O-])O,0.9655172413793104
94,CHEMBL256407,Cytochrome P450 19A1,Homo sapiens,COc1ccc(cc1)C1CC(=O)c2c(O1)cc(cc2[O-])O,0.9655172413793104
95,CAS_5283162::ETE-12-Oxo::NSC_5283162,Leukotriene B4 receptor,Homo sapiens,CCCCCC/C=C/C(=O)CCCCCCCCC(=O)O,1.0
96,5-oxo-ETE::CHEMBL18028::ETE-5-Oxo,Leukotriene B4 receptor,Homo sapiens,CCCCCC/C=C/C(=O)CCCCCCCCC(=O)O,1.0
97,CAS_5283162::ETE-12-Oxo::NSC_5283162,Leukotriene 2,Homo sapiens,CCCCCC/C=C/C(=O)CCCCCCCCC(=O)O,1.0
98,CHEMBL147741::indole-3-carboxaldehyde,Cytochrome P450 2A6,Homo sapiens,O=Cc1c[nH]c2c1cccc2,1.0
99,CHEMBL147741::indole-3-carboxaldehyde,Cytochrome P450 2A6,Homo sapiens,O=Cc1c[nH]c2c1cccc2,1.0
100,CHEMBL147741::indole-3-carboxaldehyde,Inosine Monophosphate Dehydrogenase Type 2 (IMPDH2),Homo sapiens,O=Cc1c[nH]c2c1cccc2,1.0
101,"Genipin, 4",Lipoxygenase,Homo sapiens,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1CC=C2CO)O,0.9393939393939394
102,Malate,Alpha-ketoglutarate-dependent dioxygenase FTO,Homo sapiens,OCC(CO)O,0.6521739130434783
103,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-chromen-4-one::2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-chromen-4-one::CHEMBL151::Luteolin (27)::Luteolin (4)::cid_5280445::luteolin::med.21724, Compound 3",Cyclin-Dependent Kinase 6 (CDK6),Homo sapiens,Oc1cc2OC(c3ccc(c(c3)O)O)C(C(c2c(c1)O)O)O,0.9655172413793104
104,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one::2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-chromen-4-one::2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-chromone;hydrate::CHEMBL50::Quercetin::Quercetin (10)::Quercetin (21)::Quercetin (Qur)::US11021454, Compound Quercetin::US9180183, Quercetin::med.21724, Compound 4",Cyclin-Dependent Kinase 6 (CDK6),Homo sapiens,Oc1cc2OC(c3ccc(c(c3)O)O)C(C(c2c(c1)O)O)O,0.9655172413793104
105,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one::2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-chromen-4-one::2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-chromone;hydrate::CHEMBL50::Quercetin::Quercetin (10)::Quercetin (21)::Quercetin (Qur)::US11021454, Compound Quercetin::US9180183, Quercetin::med.21724, Compound 4",Casein kinase II subunit alpha,Homo sapiens,Oc1cc2OC(c3ccc(c(c3)O)O)C(C(c2c(c1)O)O)O,0.9655172413793104
106,14C-5-hydroxy tryptamine creatinine disulfate::2-imino-1-methylimidazolidin-4-one; 3-(2-aminoethyl)-1H-indol-5-ol; bis(sulfuric acid)::5-HT::5-Hydroxy Tryptamine::5-hydroxy tryptamine creatinine disulfate::CHEMBL535832::Serotonin::[3H]-5-HT,Ribosyldihydronicotinamide dehydrogenase [quinone],Homo sapiens,NCCc1c[nH]c2c1cc(O)cc2,1.0
107,14C-5-hydroxy tryptamine creatinine disulfate::2-imino-1-methylimidazolidin-4-one; 3-(2-aminoethyl)-1H-indol-5-ol; bis(sulfuric acid)::5-HT::5-Hydroxy Tryptamine::5-hydroxy tryptamine creatinine disulfate::CHEMBL535832::Serotonin::[3H]-5-HT,5-hydroxytryptamine receptor 1B,Homo sapiens,NCCc1c[nH]c2c1cc(O)cc2,1.0
108,14C-5-hydroxy tryptamine creatinine disulfate::2-imino-1-methylimidazolidin-4-one; 3-(2-aminoethyl)-1H-indol-5-ol; bis(sulfuric acid)::5-HT::5-Hydroxy Tryptamine::5-hydroxy tryptamine creatinine disulfate::CHEMBL535832::Serotonin::[3H]-5-HT,Serotonin (5-HT) receptor,Homo sapiens,NCCc1c[nH]c2c1cc(O)cc2,1.0
109,"1,3,6,7-Tetrahydroxy-xanthen-9-one::1,3,6,7-tetrahydroxyxantone::CHEMBL187265",Angiotensin-converting enzyme,Homo sapiens,Oc1cc(O)c2c(c1)oc1c(c2=O)cc(c(c1)O)O,1.0
110,"1,3,5,6-tetrahydroxyxanthone::1,3,5,6-tetrahydroxyxantone::CHEMBL448040::US9114126, MB6",Angiotensin-converting enzyme,Homo sapiens,Oc1cc(O)c2c(c1)oc1c(c2=O)cc(c(c1)O)O,1.0
111,"1,3,6,7-Tetrahydroxy-xanthen-9-one::1,3,6,7-tetrahydroxyxantone::CHEMBL187265",Angiotensin-converting enzyme,Homo sapiens,Oc1cc(O)c2c(c1)oc1c(c2=O)cc(c(c1)O)O,1.0
112,Malate,Alpha-ketoglutarate-dependent dioxygenase FTO,Homo sapiens,OC(=O)CC(=O)C(=O)O,0.8947368421052632
113,CHEBI:17521::QUINIC ACID::Quinic Acid::Rel-Quinic Acid,Beta amyloid A4 protein,Homo sapiens,OC1[C@H](O)CC(C[C@H]1O)(O)C(=O)O,1.0
114,"6,7-dihydroxy-4'-methoxyisoflavanone::CHEMBL239031",15-Lipoxygenase-2 (15-LOX-2),Homo sapiens,COc1cc2c(cc1O)OCC(C2=O)c1ccc(cc1)O,0.9696969696969697
115,"6,7-dihydroxy-4'-methoxyisoflavanone::CHEMBL239031",12-Lipoxygenase (12-LOX),Homo sapiens,COc1cc2c(cc1O)OCC(C2=O)c1ccc(cc1)O,0.9696969696969697
116,"6,7-dihydroxy-4'-methoxyisoflavanone::CHEMBL239031",Arachidonate 15-lipoxygenase,Homo sapiens,COc1cc2c(cc1O)OCC(C2=O)c1ccc(cc1)O,0.9696969696969697
117,"3-(3,4-dihydroxyphenyl)propanoic acid::3-(3,4-dihydroxyphenyl)propionic acid::3-[3,4-bis(oxidanyl)phenyl]propanoic acid::cid_348154",mothers against decapentaplegic homolog 3,Homo sapiens,OC(Cc1ccc(c(c1)O)O)CCC(=O)O,0.9642857142857143
118,CHEMBL4641356,Monoamine oxidase,Rattus norvegicus,O=C1CCCC(O1)c1ccc(c(c1)O)O,0.7878787878787878
119,"2-(3,4-dihydroxyphenyl)-3,7-dihydroxy-4H-chromen-4-one::2-(3,4-dihydroxyphenyl)-3,7-dihydroxy-chromen-4-one::2-(3,4-dihydroxyphenyl)-3,7-dihydroxy-chromone;dihydrate::CHEMBL31574::Fisetin (14)::Fisetin, 15::fisetin",Cyclin-Dependent Kinase 6 (CDK6),Homo sapiens,Oc1ccc(cc1)c1coc2c(c1=O)cc(c(c2)O)O,1.0
120,"2-(3,4-dihydroxyphenyl)-3,7-dihydroxy-4H-chromen-4-one::2-(3,4-dihydroxyphenyl)-3,7-dihydroxy-chromen-4-one::2-(3,4-dihydroxyphenyl)-3,7-dihydroxy-chromone;dihydrate::CHEMBL31574::Fisetin (14)::Fisetin, 15::fisetin",Alpha-amylase,Homo sapiens,Oc1ccc(cc1)c1coc2c(c1=O)cc(c(c2)O)O,1.0
121,"2,6,7-trihydroxy-9-phenyl-3H-xanthen-3-one::CHEMBL375328::cid_70420",mothers against decapentaplegic homolog 3,Homo sapiens,Oc1ccc(cc1)c1coc2c(c1=O)cc(c(c2)O)O,1.0
122,"1,4-Dihydroxybenzene, XIII::1,4-dihydroxybenzene::CHEMBL537::Hydroquinone (9)::Hydroquinone, HQ::benzene-1,4-diol::phenol derivative, 4",Carbonic anhydrase 1,Homo sapiens,Oc1ccc(cc1)O,1.0
123,"1,4-Dihydroxybenzene, XIII::1,4-dihydroxybenzene::CHEMBL537::Hydroquinone (9)::Hydroquinone, HQ::benzene-1,4-diol::phenol derivative, 4",Carbonic anhydrase 2,Homo sapiens,Oc1ccc(cc1)O,1.0
124,"1,4-Dihydroxybenzene, XIII::1,4-dihydroxybenzene::CHEMBL537::Hydroquinone (9)::Hydroquinone, HQ::benzene-1,4-diol::phenol derivative, 4",Carbonic Anhydrase III,Homo sapiens,Oc1ccc(cc1)O,1.0
125,SARSASAPOGENIN::Sarsasapogenin,Beta amyloid A4 protein,Homo sapiens,C[C@@H]1CC[C@@]2(OC1)O[C@@H]1[C@H]([C@@H]2C)[C@@]2([C@@H](C1)[C@@H]1CC=C3[C@]([C@H]1CC2)(C)CC[C@@H](C3)O)C,0.8809523809523809
126,"(S)-3,6-Diamino-hexanoic acid {(3S,9S,12S,15S)-3-((S)-6-hydroxy-2-imino-hexahydro-pyrimidin-4-yl)-9,12-bis-hydroxymethyl-2,5,8,11,14-pentaoxo-6-[1-ureido-meth-(Z)-ylidene]-1,4,7,10,13pentaaza-cyclohexadec-15-yl}-amide::4-Naphthalen-2-ylmethyl-4,5-dihydro-1H-imidazole::CHEMBL262777::Chloroorienticin B derivative::Glycopeptide antibiotic::Mannopeptimycin Glycopeptide::Mannopeptimycin glycopeptide analogue::N-demethylvancomycin derivative::Poly ethylene glycol derivative::Tuberactinomycin Analogue::Vancocin::Vancoled::Vancor::Viomycin derivative::vancomycin::vanomycin",Serum albumin,Homo sapiens,OC[C@H]1O[C@@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]([C@@H](c4ccc(O3)c(Cl)c4)O)NC(=O)[C@@H](CC(C)C)NC)c3ccc(c(-c4c(O)cc(cc4[C@H](NC2=O)C(=O)O)O)c3)O)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@@H](C)[C@H]([C@@](C1)(C)N)O,1.0
127,"(S)-3,6-Diamino-hexanoic acid {(3S,9S,12S,15S)-3-((S)-6-hydroxy-2-imino-hexahydro-pyrimidin-4-yl)-9,12-bis-hydroxymethyl-2,5,8,11,14-pentaoxo-6-[1-ureido-meth-(Z)-ylidene]-1,4,7,10,13pentaaza-cyclohexadec-15-yl}-amide::4-Naphthalen-2-ylmethyl-4,5-dihydro-1H-imidazole::CHEMBL262777::Chloroorienticin B derivative::Glycopeptide antibiotic::Mannopeptimycin Glycopeptide::Mannopeptimycin glycopeptide analogue::N-demethylvancomycin derivative::Poly ethylene glycol derivative::Tuberactinomycin Analogue::Vancocin::Vancoled::Vancor::Viomycin derivative::vancomycin::vanomycin",Adrenergic receptor alpha-2,Rattus,OC[C@H]1O[C@@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]([C@@H](c4ccc(O3)c(Cl)c4)O)NC(=O)[C@@H](CC(C)C)NC)c3ccc(c(-c4c(O)cc(cc4[C@H](NC2=O)C(=O)O)O)c3)O)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@@H](C)[C@H]([C@@](C1)(C)N)O,1.0
128,"(S)-3,6-Diamino-hexanoic acid {(3S,9S,12S,15S)-3-((S)-6-hydroxy-2-imino-hexahydro-pyrimidin-4-yl)-9,12-bis-hydroxymethyl-2,5,8,11,14-pentaoxo-6-[1-ureido-meth-(Z)-ylidene]-1,4,7,10,13pentaaza-cyclohexadec-15-yl}-amide::4-Naphthalen-2-ylmethyl-4,5-dihydro-1H-imidazole::CHEMBL262777::Chloroorienticin B derivative::Glycopeptide antibiotic::Mannopeptimycin Glycopeptide::Mannopeptimycin glycopeptide analogue::N-demethylvancomycin derivative::Poly ethylene glycol derivative::Tuberactinomycin Analogue::Vancocin::Vancoled::Vancor::Viomycin derivative::vancomycin::vanomycin",Cytochrome P450 11A1,Rattus norvegicus,OC[C@H]1O[C@@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]([C@@H](c4ccc(O3)c(Cl)c4)O)NC(=O)[C@@H](CC(C)C)NC)c3ccc(c(-c4c(O)cc(cc4[C@H](NC2=O)C(=O)O)O)c3)O)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@@H](C)[C@H]([C@@](C1)(C)N)O,1.0
129,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-chromen-4-one::2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-chromen-4-one::CHEMBL151::Luteolin (27)::Luteolin (4)::cid_5280445::luteolin::med.21724, Compound 3",Cyclin-Dependent Kinase 6 (CDK6),Homo sapiens,Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,1.0
130,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one::2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-chromen-4-one::2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-chromone;hydrate::CHEMBL50::Quercetin::Quercetin (10)::Quercetin (21)::Quercetin (Qur)::US11021454, Compound Quercetin::US9180183, Quercetin::med.21724, Compound 4",Cyclin-Dependent Kinase 6 (CDK6),Homo sapiens,Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,1.0
131,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one::2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-chromen-4-one::2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-chromone;hydrate::CHEMBL50::Quercetin::Quercetin (10)::Quercetin (21)::Quercetin (Qur)::US11021454, Compound Quercetin::US9180183, Quercetin::med.21724, Compound 4",Casein kinase II subunit alpha,Homo sapiens,Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,1.0
132,"5,7-dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-2-(3,4,5-trihydroxyphenyl)chromen-4-one::Myricitrin (7)",Aurora kinase B,Homo sapiens,O[C@H]1[C@@H](O[C@H]([C@@H]([C@H]1O)O)C)Oc1c(oc2c(c1=O)c(O)c(c(c2)O)O)c1ccc(c(c1)O)O,1.0
133,CHEBI:17558::QUERCITRIN::Quercitrin,Protein-tyrosine phosphatase 1B,Homo sapiens,O[C@H]1[C@@H](O[C@H]([C@@H]([C@H]1O)O)C)Oc1c(oc2c(c1=O)c(O)c(c(c2)O)O)c1ccc(c(c1)O)O,1.0
134,QUERCETIN-3-O-RHAMNOSIDE,Carbonic anhydrase 1,Homo sapiens,O[C@H]1[C@@H](O[C@H]([C@@H]([C@H]1O)O)C)Oc1c(oc2c(c1=O)c(O)c(c(c2)O)O)c1ccc(c(c1)O)O,1.0
135,"(S)-5-({p-[2-(5-Ethyl-2-pyridyl)ethoxy]phenyl}methyl)-1,3-thiazolidine-2,4-dione::US10188639, Compound d-S-pio",Peroxisome proliferator-activated receptor,Homo sapiens,CCc1ccc(nc1)CCOc1ccc(cc1)CC1SC(=O)NC1=O,1.0
136,"(R)-5-({p-[2-(5-Ethyl-2-pyridyl)ethoxy]phenyl}methyl)-1,3-thiazolidine-2,4-dione::US10188639, Compound d-R-pio",Peroxisome proliferator-activated receptor,Homo sapiens,CCc1ccc(nc1)CCOc1ccc(cc1)CC1SC(=O)NC1=O,1.0
137,"Actos::CHEBI:8228::Duetact::PIOGLITAZONE::Pioglitazone::US10188639, Compound h-rac-pio",Peroxisome proliferator-activated receptor,Homo sapiens,CCc1ccc(nc1)CCOc1ccc(cc1)CC1SC(=O)NC1=O,1.0
138,CAS_5283162::ETE-12-Oxo::NSC_5283162,Leukotriene B4 receptor,Homo sapiens,CCCCC/C=C\CC(=O)CCCCCCCCC(=O)O,1.0
139,5-oxo-ETE::CHEMBL18028::ETE-5-Oxo,Leukotriene B4 receptor,Homo sapiens,CCCCC/C=C\CC(=O)CCCCCCCCC(=O)O,1.0
140,CAS_5283162::ETE-12-Oxo::NSC_5283162,Leukotriene 2,Homo sapiens,CCCCC/C=C\CC(=O)CCCCCCCCC(=O)O,1.0
141,9-cis-retinoic acid (9cRA)::ALL-TRANS-RETINOIC ACID::AT-RA::Atralin::CHEMBL38::MLS000028588::SMR000058245::TRETINOIN::Vitamin A acid::[3H]RA::[3H]Retinoic acid::[3H]Vitamin A acid::[3H]tretinoin::all-trans retinoic acid::cid_444795,"Retinoic Acid Receptor, gamma",Homo sapiens,C/C(=C\C=C\C(=C\C(=O)O)\C)/C=C/C1=C(C)CCCC1(C)C,1.0
142,9-cis retinoic acid::9C-RA::CHEMBL705::Panretin::alitretinoin,"Retinoic Acid Receptor, gamma",Homo sapiens,C/C(=C\C=C\C(=C\C(=O)O)\C)/C=C/C1=C(C)CCCC1(C)C,1.0
143,9-cis-retinoic acid (9cRA)::ALL-TRANS-RETINOIC ACID::AT-RA::Atralin::CHEMBL38::MLS000028588::SMR000058245::TRETINOIN::Vitamin A acid::[3H]RA::[3H]Retinoic acid::[3H]Vitamin A acid::[3H]tretinoin::all-trans retinoic acid::cid_444795,"Retinoic Acid Receptor, alpha",Homo sapiens,C/C(=C\C=C\C(=C\C(=O)O)\C)/C=C/C1=C(C)CCCC1(C)C,1.0
144,6-Deoxy-L-galactose::6-deoxy-L-galactopyranoseL-fucopyranose::CHEMBL469449::L-fucopyranose::L-fucose,Alpha-L-fucosidase I,Homo sapiens,OC1O[C@H](C(=O)O)[C@H]([C@@H]([C@H]1O)O)O,0.9130434782608695
145,6-Deoxy-L-galactose::6-deoxy-L-galactopyranoseL-fucopyranose::CHEMBL469449::L-fucopyranose::L-fucose,Alpha-L-fucosidase I,Homo sapiens,OC1O[C@H](C(=O)O)[C@H]([C@@H]([C@H]1O)O)O,0.9130434782608695
146,6-Deoxy-L-galactose::6-deoxy-L-galactopyranoseL-fucopyranose::CHEMBL469449::L-fucopyranose::L-fucose,CD209 antigen,Homo sapiens,OC1O[C@H](C(=O)O)[C@H]([C@@H]([C@H]1O)O)O,0.9130434782608695
147,1-tridecanecarboxylic acid::14:0::CH3-[CH2]12-COOH::CHEMBL111077::Myristinsaeure::acide tetradecanoique::myristic acid::n-Tetradecan-1-oic acid::n-Tetradecoic acid::n-tetradecanoic acid::tetradecoic acid,Dynamin-1,Homo sapiens,CCCCCCCCCCCCCCCC(=O)O,1.0
148,1-HEXYLDECANOIC ACID::CHEMBL82293::Hexadecanoic acid::Hexadecanoic acid anion::Palmitic acid (PA),Fatty acid binding protein muscle,Homo sapiens,CCCCCCCCCCCCCCCC(=O)O,1.0
149,CHEMBL1917282,Dual specificity protein phosphatase (VHR),Homo sapiens,CCCCCCCCCCCCCCCC(=O)O,1.0
150,"4-(benzyloxy)-7-(2,6-dimethylbenzyloxy)-2-naphthoic acid::CHEMBL1774890",P2Y purinoceptor 14,Mus musculus,CC(=O)OCc1c2ccccc2c(c2c1cccc2)COC(=O)C,0.7333333333333333
151,CHEMBL1288861,Protein-tyrosine phosphatase 1B,Homo sapiens,Brc1ccc(c(c1)Br)Oc1cc(Br)c(cc1Br)Br,0.9
152,CHEMBL1288861,Protein-tyrosine phosphatase 1B,Homo sapiens,Brc1ccc(c(c1)Br)Oc1ccc(cc1Br)Br,0.9
153,D-glucose::dextrose::glucose,Muscle glycogen phosphorylase,Homo sapiens,OC[C@H]1OC(O)[C@H]([C@H]([C@@H]1O)O)O,1.0
154,CHEMBL423707,Muscle glycogen phosphorylase,Homo sapiens,OC[C@H]1OC(O)[C@H]([C@H]([C@@H]1O)O)O,1.0
155,CHEMBL423707,Glycogen Phosphorylase (PYGL),Homo sapiens,OC[C@H]1OC(O)[C@H]([C@H]([C@@H]1O)O)O,1.0
156,"5,7-dihydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one::CHEMBL44::Genistein::Genistein, 8::Genisteol::Prunetol::US8552057, 2::cid_5280961",Alpha-amylase,Homo sapiens,Oc1ccc(cc1)C1COc2c(C1=O)c(O)cc(c2)O,0.9310344827586207
157,"5,7-dihydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one::CHEMBL44::Genistein::Genistein, 8::Genisteol::Prunetol::US8552057, 2::cid_5280961",Oxysterols receptor LXR-alpha,Homo sapiens,Oc1ccc(cc1)C1COc2c(C1=O)c(O)cc(c2)O,0.9310344827586207
158,"5,7-dihydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one::CHEMBL44::Genistein::Genistein, 8::Genisteol::Prunetol::US8552057, 2::cid_5280961",Glycogen synthase kinase-3 beta,Homo sapiens,Oc1ccc(cc1)C1COc2c(C1=O)c(O)cc(c2)O,0.9310344827586207
159,"5,7-dihydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one::CHEMBL44::Genistein::Genistein, 8::Genisteol::Prunetol::US8552057, 2::cid_5280961",Alpha-amylase,Homo sapiens,Oc1ccc(cc1)c1coc2c(c1=O)c(O)cc(c2)O,1.0
160,"5,7-dihydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one::CHEMBL44::Genistein::Genistein, 8::Genisteol::Prunetol::US8552057, 2::cid_5280961",Oxysterols receptor LXR-alpha,Homo sapiens,Oc1ccc(cc1)c1coc2c(c1=O)c(O)cc(c2)O,1.0
161,"5,7-dihydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one::CHEMBL44::Genistein::Genistein, 8::Genisteol::Prunetol::US8552057, 2::cid_5280961",Glycogen synthase kinase-3 beta,Homo sapiens,Oc1ccc(cc1)c1coc2c(c1=O)c(O)cc(c2)O,1.0
162,6-Deoxy-6-fluoro-D-fructose::CHEMBL568641,"Solute carrier family 2, facilitated glucose transporter member 2",Homo sapiens,OC[C@H]1O[C@]([C@H]([C@@H]1O)O)(O)CO,0.9411764705882353
163,6-Deoxy-6-fluoro-D-fructose::CHEMBL568641,"Solute carrier family 2, facilitated glucose transporter member 2",Homo sapiens,OC[C@H]1O[C@]([C@H]([C@@H]1O)O)(O)CO,0.9411764705882353
164,6-Deoxy-6-fluoro-D-fructose::CHEMBL568641,"Solute carrier family 2, facilitated glucose transporter member 5",Homo sapiens,OC[C@H]1O[C@]([C@H]([C@@H]1O)O)(O)CO,0.9411764705882353
165,CHEMBL3593406,Histone deacetylase 1,Homo sapiens,C[C@H]1CCC(=N1)C1=C(CC(=O)NCc2scc(n2)C(=O)C(=O)c2scc(n2)C(=O)CNC(=O)CC2=C(C3=N[C@H](CC3)C)C(=O)NC32CC3)C2(NC1=O)CC2,0.8309859154929577
166,CHEMBL3593406,Histone deacetylase 2,Homo sapiens,C[C@H]1CCC(=N1)C1=C(CC(=O)NCc2scc(n2)C(=O)C(=O)c2scc(n2)C(=O)CNC(=O)CC2=C(C3=N[C@H](CC3)C)C(=O)NC32CC3)C2(NC1=O)CC2,0.8309859154929577
167,CHEMBL3593406,Histone deacetylase 3,Homo sapiens,C[C@H]1CCC(=N1)C1=C(CC(=O)NCc2scc(n2)C(=O)C(=O)c2scc(n2)C(=O)CNC(=O)CC2=C(C3=N[C@H](CC3)C)C(=O)NC32CC3)C2(NC1=O)CC2,0.8309859154929577
168,"US11028041, Compound 18",Heat shock protein HSP 90-alpha,Homo sapiens,CCCCCC(=O)c1c(O)cc(c(c1O)Cl)OC,0.8048780487804879
169,"US11028041, Compound 26",Heat shock protein HSP 90-alpha,Homo sapiens,CCCCCC(=O)c1c(O)cc(c(c1O)Cl)OC,0.8048780487804879
170,"3,4,4'-trihydroxy-trans-stilbene::4-(4-hydroxystyryl)benzene-1,2-diol::4-[2-(4-Hydroxy-phenyl)-vinyl]-benzene-1,2-diol::CHEMBL329033",Ribosyldihydronicotinamide dehydrogenase [quinone],Homo sapiens,Oc1ccc(cc1O)/C=C/c1ccccc1,0.95
171,"3,5-Dihydroxybibenzyl::5-phenethylbenzene-1,3-diol::CHEMBL228120::dihydropinosylvin",Cyclooxygenase,Homo sapiens,Oc1ccc(cc1)CCc1cccc(c1)O,0.9
